timestamp,ip_address,port,packet_size,response_time,command_type,value_range
2025-07-29T20:26:03.752904,188.24.55.16,502,521.2451618133962,22.03822238534589,WRITE,9.78980405712263
2025-07-29T20:26:05.752904,22.194.212.91,44818,477.99667857665605,20.514514621688956,WRITE,18.3168923729936
2025-07-29T20:26:08.752904,65.34.98.220,502,603.4808611592773,18.97961060726193,WRITE,8.93590612545112
2025-07-29T20:26:10.752904,47.75.42.232,20000,424.9356295946097,13.592318696438749,READ,34.82967164943452
2025-07-29T20:26:13.752904,17.220.41.73,44818,447.3681390283362,19.09205704332816,WRITE,45.85669760305683
2025-07-29T20:26:16.752904,112.77.2.184,502,478.07501830332535,20.79281657569325,READ,71.29372052521315
2025-07-29T20:26:19.752904,95.35.3.94,502,490.3514737133813,14.824265830366636,WRITE,41.07778144780598
2025-07-29T20:26:24.752904,105.85.71.60,20000,456.56562872039126,12.830998435689255,READ,73.92428027386579
2025-07-29T20:26:26.752904,230.126.168.79,44818,518.059389560593,23.586201168297556,WRITE,92.6995595223648
2025-07-29T20:26:29.752904,203.51.4.209,502,542.1760959953141,20.216838995987164,WRITE,91.00597784962878
2025-07-29T20:26:34.752904,176.107.53.48,502,477.1000128505257,16.0015451655476,READ,48.33757022009982
2025-07-29T20:26:36.752904,152.197.247.197,44818,510.24461226884466,19.39498230250755,WRITE,53.696518338477105
2025-07-29T20:26:39.752904,175.172.44.101,44818,430.8875163403055,13.316672489197115,READ,67.39696688432572
2025-07-29T20:26:44.752904,76.85.88.199,502,418.87305687903813,19.840325215874877,READ,8.354059095981292
2025-07-29T20:26:46.752904,64.51.49.88,20000,558.5575404503016,18.704260468902564,WRITE,21.230315535546495
2025-07-29T20:26:50.752904,127.52.190.226,44818,429.25018501024624,18.317580248988097,READ,62.98401659573648
2025-07-29T20:26:51.752904,92.211.240.10,502,506.31200452682026,21.322608597811342,READ,75.49071721609701
2025-07-29T20:26:52.752904,245.58.160.45,44818,567.0792646411655,14.07072515010248,WRITE,11.357833061355615
2025-07-29T20:26:56.752904,27.15.11.169,502,550.7681996890393,21.79310838248526,READ,38.735559147229736
2025-07-29T20:26:59.752904,189.230.140.9,20000,472.8474633575479,26.6605390756556,WRITE,28.184665107832895
2025-07-29T20:27:01.752904,224.117.117.48,502,571.5279682816988,12.462345726899674,READ,83.12488904207304
2025-07-29T20:27:06.752904,109.170.147.76,20000,419.9159417637847,24.829310252676557,READ,11.050182492551242
2025-07-29T20:27:11.752904,113.98.198.247,502,555.4412491100995,19.566593983125074,READ,79.94504453523686
2025-07-29T20:27:16.752904,102.29.229.212,502,530.7091900142651,18.38931456757527,READ,38.59512199774502
2025-07-29T20:27:20.752904,125.73.66.174,44818,503.1541884200413,15.680467550393422,WRITE,60.963607327698035
2025-07-29T20:27:22.752904,227.83.191.159,44818,516.7297589823302,20.809587410964543,WRITE,78.10988486892454
2025-07-29T20:27:27.752904,57.31.118.243,20000,518.0570567306539,15.601578656300621,READ,74.72727293020263
2025-07-29T20:27:31.752904,170.37.242.140,20000,535.7180608633009,9.329371777539304,WRITE,36.710063122986305
2025-07-29T20:27:34.752904,182.254.49.228,20000,566.6770961149207,21.5867254377725,WRITE,36.293617810091824
2025-07-29T20:27:35.752904,190.239.218.155,20000,504.2378556827483,20.187207199373077,WRITE,66.12839944880994
2025-07-29T20:27:38.752904,200.167.156.69,20000,452.74339092156134,26.521883911625316,READ,33.819925659826126
2025-07-29T20:27:40.752904,124.141.239.156,44818,519.2297468213126,20.398455921882704,READ,77.93868629237072
2025-07-29T20:27:43.752904,180.176.91.25,44818,456.50040655311113,15.943746872016801,WRITE,79.80700478938178
2025-07-29T20:27:44.752904,222.138.139.196,502,509.55617092011124,17.678553881691425,WRITE,87.27656005067331
2025-07-29T20:27:46.752904,30.197.200.87,20000,378.00667929968824,22.55336564662903,READ,95.01559643550554
2025-07-29T20:27:48.752904,91.214.252.156,502,523.4641852016633,22.938911793693304,READ,27.653484581467545
2025-07-29T20:27:53.752904,56.162.225.156,20000,500.0562119797328,21.809889794372886,WRITE,60.63489156785119
2025-07-29T20:27:57.752904,60.135.35.162,44818,508.44554494434624,22.760527904653927,READ,67.26407371087788
2025-07-29T20:28:02.752904,64.117.212.41,44818,467.35848296765124,21.30862371018185,WRITE,68.33253362329049
2025-07-29T20:28:06.752904,145.209.108.65,20000,512.9900867500129,23.463852839969213,WRITE,15.702336884628886
2025-07-29T20:28:10.752904,199.104.56.234,20000,570.7015933273976,21.10486727985674,READ,84.65484343575733
2025-07-29T20:28:13.752904,20.73.97.2,20000,531.1449428865496,19.693429684762332,READ,32.07789839228141
2025-07-29T20:28:14.752904,54.145.230.250,44818,498.2279196725765,19.639220914361047,WRITE,53.9617040323062
2025-07-29T20:28:19.752904,72.238.94.147,44818,516.3059282847051,23.370853328739702,READ,21.22502665375785
2025-07-29T20:28:21.752904,32.74.83.192,44818,452.0391715295191,22.552670440702293,READ,15.201243504902084
2025-07-29T20:28:22.752904,43.179.138.219,502,549.205643214222,17.927115919486333,READ,1.8944305886584134
2025-07-29T20:28:23.752904,21.42.162.196,502,440.18710618428133,9.331843969233319,READ,48.24047178670322
2025-07-29T20:28:27.752904,246.158.195.205,20000,556.0068169662482,15.248210762518823,WRITE,19.65702334199404
2025-07-29T20:28:28.752904,179.175.142.39,20000,526.3576579772579,23.705381618344294,WRITE,22.38317849723026
2025-07-29T20:28:31.752904,203.230.209.207,502,515.1161360039781,20.186727090900348,READ,60.93926417518611
2025-07-29T20:28:36.752904,161.144.143.240,502,492.9377919959652,27.56349428033508,WRITE,4.9297208117239695
2025-07-29T20:28:41.752904,4.240.230.245,44818,415.4746895018236,26.41333962572167,WRITE,88.05633135801347
2025-07-29T20:28:46.752904,105.147.183.96,20000,432.2076484323848,21.80643452972089,READ,18.30449801264512
2025-07-29T20:28:48.752904,206.188.198.184,20000,475.2867176544061,16.93210237065689,WRITE,53.3884444761594
2025-07-29T20:28:53.752904,36.25.77.19,20000,514.1077043685789,11.389606906747781,READ,83.19123844128768
2025-07-29T20:28:54.752904,129.68.60.131,44818,568.4496888376877,19.778379181600634,WRITE,44.85307729952823
2025-07-29T20:28:57.752904,42.149.31.136,502,521.084961823442,20.993315624983275,READ,59.078970697157665
2025-07-29T20:28:58.752904,128.5.142.139,44818,531.3116452826323,26.365707861757627,WRITE,78.46680237323584
2025-07-29T20:29:03.752904,14.84.151.101,44818,534.9867425708942,30.966246497771863,WRITE,43.994369383333485
2025-07-29T20:29:07.752904,153.135.212.193,502,528.8011768728564,12.489670633071363,READ,93.99987825924248
2025-07-29T20:29:10.752904,172.99.141.81,44818,443.24697513677864,13.921512382401765,READ,76.89443813541918
2025-07-29T20:29:13.752904,170.23.134.26,44818,420.1225119049124,20.525456071189662,WRITE,89.33854511164469
2025-07-29T20:29:18.752904,54.190.94.52,44818,412.796107631744,27.422721948663202,READ,67.15693163513428
2025-07-29T20:29:21.752904,161.138.79.160,20000,603.0087855345256,27.441471385934282,WRITE,79.78741500080731
2025-07-29T20:29:26.752904,238.183.45.197,20000,495.01477845589,22.49325678912942,WRITE,17.66186571097942
2025-07-29T20:29:29.752904,194.140.180.252,20000,481.9306287686698,21.59138578863227,WRITE,4.432691766920172
2025-07-29T20:29:30.752904,227.189.22.115,44818,473.8219950685625,26.93915656198253,READ,57.34718823964277
2025-07-29T20:29:31.752904,213.49.176.178,502,568.8634824706157,16.12759322267789,READ,13.366460663835921
2025-07-29T20:29:34.752904,133.53.123.202,20000,499.216526428812,12.146328952188703,WRITE,68.9517296304199
2025-07-29T20:29:39.752904,59.201.135.99,44818,558.666191682986,18.557222830720505,READ,27.542294999343987
2025-07-29T20:29:44.752904,236.78.35.79,44818,464.63435949838674,12.528114139565211,WRITE,48.721313632728695
2025-07-29T20:29:47.752904,232.51.87.70,20000,536.7076894437727,20.962561145341876,WRITE,6.773153912402652
2025-07-29T20:29:50.752904,224.60.161.56,502,450.12534332652825,22.08727319162126,WRITE,46.72525055016583
2025-07-29T20:29:52.752904,138.26.42.116,502,503.2537737184387,16.286363580066045,READ,67.51901331069254
2025-07-29T20:29:57.752904,69.236.197.1,20000,458.0317623304171,17.90484866697878,WRITE,11.34377078705462
2025-07-29T20:30:00.752904,210.177.125.243,502,404.31569989645664,27.17589112171105,READ,81.97719561743754
2025-07-29T20:30:01.752904,215.215.74.175,502,500.76188046006314,18.046450768949523,WRITE,69.46234719817913
2025-07-29T20:30:02.752904,169.190.224.118,502,499.7581725353876,17.31279572609357,WRITE,41.55364480867752
2025-07-29T20:30:04.752904,238.19.91.179,20000,494.72057769620267,19.77662096692067,READ,14.117039827997402
2025-07-29T20:30:07.752904,152.233.98.68,502,533.6275621954545,20.75785845282691,WRITE,51.98135339617508
2025-07-29T20:30:10.752904,131.208.207.188,44818,530.0679651365806,22.842390747722426,READ,57.682647360979914
2025-07-29T20:30:12.752904,113.29.27.74,20000,415.6591897223624,24.190390776833535,WRITE,64.09587258265817
2025-07-29T20:30:13.752904,21.250.207.1,20000,471.5378575935741,15.35738961055676,WRITE,37.870153341224956
2025-07-29T20:30:15.752904,167.59.219.43,20000,532.3036188037371,25.778032891388047,READ,19.052734025338047
2025-07-29T20:30:17.752904,154.230.249.230,20000,512.1976740597481,23.088154092715197,READ,33.884252023671316
2025-07-29T20:30:21.752904,192.244.235.65,502,460.608886046922,17.478664586515105,WRITE,91.58547589183415
2025-07-29T20:30:23.752904,77.43.218.76,44818,549.5451383004847,15.909252341970033,READ,6.3497914501401524
2025-07-29T20:30:24.752904,34.237.222.45,502,487.1887481852821,23.41269800472239,WRITE,32.5549528389115
2025-07-29T20:30:28.752904,229.63.149.84,502,547.9503667676706,22.307921288703664,READ,42.95804924661696
2025-07-29T20:30:30.752904,154.164.142.219,502,568.4747429920214,17.92590853128546,READ,69.61429052890273
2025-07-29T20:30:35.752904,179.179.9.47,20000,483.14681316119993,14.219140141128003,WRITE,60.99946117187478
2025-07-29T20:30:37.752904,23.67.56.71,20000,496.76919163314074,22.042478720396332,READ,41.643681970211176
2025-07-29T20:30:40.752904,131.119.143.174,20000,507.9715281422221,22.30348365563261,WRITE,24.033537530048033
2025-07-29T20:30:45.752904,147.220.2.172,44818,507.0830772687601,21.924234837172268,READ,13.279527077438368
2025-07-29T20:30:49.752904,161.49.4.42,44818,515.5802573332907,20.988783394569715,READ,42.91962845936376
2025-07-29T20:30:50.752904,7.142.228.196,502,529.2518592226585,19.99475071218583,READ,93.61021422083063
2025-07-29T20:30:51.752904,196.57.138.58,44818,566.6529617975751,25.828361360128724,WRITE,54.054751101028046
2025-07-29T20:30:54.752904,113.84.15.142,502,504.0972929312326,26.446585303252995,READ,24.082547195638604
2025-07-29T20:30:57.752904,62.73.70.181,502,496.71058836504574,14.781774455673606,READ,50.333585254150826
2025-07-29T20:30:59.752904,127.72.204.77,502,496.4144848725885,17.78472846892579,READ,53.11411377343915
2025-07-29T20:31:02.752904,224.95.134.132,20000,574.7233695214306,25.71504040834982,WRITE,67.21526563291005
2025-07-29T20:31:06.752904,147.76.216.94,502,479.5727403400105,12.822679628478319,READ,62.86400979717802
2025-07-29T20:31:07.752904,154.128.139.75,502,593.4273619466898,23.141394030949122,READ,55.99204983212521
2025-07-29T20:31:09.752904,171.214.6.198,502,464.4365219193747,21.060964377113557,READ,87.7635843271884
2025-07-29T20:31:10.752904,65.180.169.118,502,478.41422419398407,17.478209706757823,WRITE,69.45638028174089
2025-07-29T20:31:14.752904,152.204.11.193,20000,416.1795905149404,22.025372480482424,WRITE,87.37945066558328
2025-07-29T20:31:19.752904,91.188.237.17,44818,463.84541013281324,10.42003775650896,WRITE,34.597517417977826
2025-07-29T20:31:22.752904,129.180.48.167,44818,531.1073518425303,24.146509930713023,WRITE,75.28293238241737
2025-07-29T20:31:27.752904,239.199.67.107,44818,493.75287579832565,16.86380508746846,READ,97.0082213144324
2025-07-29T20:31:31.752904,196.153.172.15,20000,514.650329856007,20.688585867340223,WRITE,12.501146925622841
2025-07-29T20:31:36.752904,184.132.224.195,502,537.9370085659689,12.586531581417404,READ,81.43698219860728
2025-07-29T20:31:40.752904,104.197.17.187,502,411.95851254948724,18.08202844520541,READ,37.35031187245054
2025-07-29T20:31:41.752904,195.31.175.171,502,467.2889916109598,15.7983706224054,WRITE,57.21591140818525
2025-07-29T20:31:42.752904,51.119.117.126,44818,493.9019659683722,12.552433604859026,READ,14.377051252418138
2025-07-29T20:31:46.752904,14.37.79.89,20000,493.8975365674042,18.936229134985645,WRITE,51.699114597568396
2025-07-29T20:31:51.752904,107.76.62.88,20000,489.247604223801,18.374349977510967,READ,20.125623828437046
2025-07-29T20:31:56.752904,27.6.138.192,502,404.86420202278464,25.290051584130314,READ,79.66529184329757
2025-07-29T20:32:00.752904,226.199.90.190,502,561.3707274025484,21.683223173097893,WRITE,78.90646688003974
2025-07-29T20:32:03.752904,227.102.73.239,44818,471.2187838688864,29.57440494199902,READ,14.130860617558739
2025-07-29T20:32:05.752904,186.44.38.173,44818,463.6462724086778,26.404905024679405,WRITE,2.7713485508109703
2025-07-29T20:32:07.752904,15.31.228.106,502,442.15232018795655,25.77999949337446,WRITE,86.77115060866286
2025-07-29T20:32:10.752904,41.223.97.29,502,480.8476055014866,25.05370589247011,READ,7.505077285559647
2025-07-29T20:32:14.752904,90.16.87.208,44818,473.7367226362641,12.186906566963053,READ,78.2139890844129
2025-07-29T20:32:17.752904,58.102.241.229,20000,500.3508946289869,15.585952227540917,WRITE,63.61934679875706
2025-07-29T20:32:19.752904,93.134.173.123,20000,460.888597425562,14.668587130505113,WRITE,75.89533268681971
2025-07-29T20:32:23.752904,204.150.35.5,20000,536.47914866818,18.15382487383429,WRITE,2.31813631430956
2025-07-29T20:32:26.752904,78.107.30.11,502,450.70800937955767,26.24438926926654,WRITE,3.383972647640021
2025-07-29T20:32:29.752904,235.196.27.135,20000,520.1003615567664,17.097968543760096,READ,43.81481573791659
2025-07-29T20:32:32.752904,219.103.124.197,20000,466.41128526866873,9.912781839677043,WRITE,3.725788678771691
2025-07-29T20:32:35.752904,230.59.180.40,20000,481.7223792080811,23.344863466993328,WRITE,77.50093899431168
2025-07-29T20:32:36.752904,175.128.77.93,502,462.7053733785057,25.190646226964397,WRITE,6.274118147775343
2025-07-29T20:32:38.752904,112.113.27.24,44818,517.2099240714572,14.456817660230978,WRITE,1.6108804314433622
2025-07-29T20:32:43.752904,36.198.198.195,502,526.0964570813417,11.907494762392188,READ,28.499563217388115
2025-07-29T20:32:46.752904,194.50.213.236,20000,525.7779834337007,27.530651311057184,READ,10.633499061083718
2025-07-29T20:32:51.752904,26.232.241.178,20000,528.1271462358354,29.48407142723014,WRITE,88.43648336773789
2025-07-29T20:32:56.752904,235.10.219.18,44818,463.5588969051721,23.967470703746255,READ,63.96892574548938
2025-07-29T20:32:59.752904,19.227.144.202,502,493.2856151925724,17.43702625882488,WRITE,52.37780671006159
2025-07-29T20:33:01.752904,199.27.91.172,20000,447.05071006468563,24.439450369350613,WRITE,57.147759739546686
2025-07-29T20:33:02.752904,134.136.253.14,502,520.0337363412693,19.216637701531063,WRITE,74.78568794797584
2025-07-29T20:33:05.752904,244.151.186.81,44818,471.21316229012376,14.92058233438878,WRITE,30.9947638320466
